method;seed;energy_efficiency_gb_per_j;link_failures;total_handovers;pingpong_handovers
QACM;11646;0.09668422743278651;2;94044;63679
NC;11942;0.027476183696921366;0;85403;56766
SBD;11943;0.2150418408170177;0;99156;66466
P-ES;11944;0.09755821435634981;0;92394;58743
P-MRO;11945;0.022512833351836584;0;97584;65678
QACM;11946;0.0964686986352673;0;91597;57641
NC;11742;0.022528953239265733;0;90594;61089
SBD;11743;0.1978223074013683;0;99297;65806
P-ES;11744;0.09066266102676107;0;84304;55976
P-MRO;11745;0.022041815592976886;0;101895;68871
QACM;11746;0.10025554250313604;2;86129;57193
NC;11542;0.026297085437368545;1;93822;63241
SBD;11543;0.19574554004724182;0;95959;64125
P-ES;11544;0.10614858827442411;0;91100;61460
P-MRO;11545;0.022215314992824458;0;103834;69863
QACM;11546;0.08225425420285791;0;90863;62167
NC;12042;0.027930223071076007;0;91783;58998
SBD;12043;0.19676130106684633;0;98333;64376
P-ES;12044;0.09562604171879863;1;89326;57353
P-MRO;12045;0.019897710406782294;0;100550;64837
QACM;12046;0.1021473843329302;0;94544;60246
NC;12142;0.02668282557317794;0;96362;63715
SBD;12143;0.18832977599199746;0;90594;60982
P-ES;12144;0.09782921413951873;0;85111;57260
P-MRO;12145;0.02058889705819934;0;92768;61793
QACM;12146;0.09231092534680453;3;104319;67186
NC;11442;0.02571687577081364;0;91486;58745
SBD;11443;0.21302886204779722;0;96242;64295
P-ES;11444;0.09360177229868155;2;94087;60206
P-MRO;11445;0.021837196481512403;0;90324;59335
QACM;11446;0.1036090607403997;0;100016;65907
NC;12342;0.026633229450789442;0;98207;62830
SBD;12343;0.21184687306694025;0;101110;63292
P-ES;12344;0.09234379817854403;0;101143;66665
P-MRO;12345;0.022810715430715375;0;83999;54839
QACM;12346;0.09019448404705797;0;90106;58857
NC;12242;0.025980440726299844;0;91231;58883
SBD;12243;0.2189925318192452;0;83680;56549
P-ES;12244;0.09692751216075671;2;95675;63255
P-MRO;12245;0.02322491987137345;0;94283;61734
QACM;12246;0.09178833412302259;0;92846;63976
NC;11842;0.026023017221513293;0;93089;62049
SBD;11843;0.2015679006496891;0;94339;61172
P-ES;11844;0.09694678172436882;0;84033;55508
P-MRO;11845;0.021958226655680316;0;92278;61370
QACM;11846;0.10345620850022272;0;93131;61667
NC;12642;0.02415198860308631;1;85544;57740
SBD;12643;0.20426592902161703;0;88111;59295
P-ES;12644;0.0951148493394592;0;97331;63509
P-MRO;12645;0.022287796964598615;0;87150;57572
QACM;12646;0.09500761931991629;1;91052;60166
NC;12742;0.02971515051341404;0;94634;63231
SBD;12743;0.19275982165346423;0;85070;57561
P-ES;12744;0.09293718567617257;0;92533;59637
P-MRO;12745;0.024018634795700034;0;91153;60855
QACM;12746;0.10706324979819423;1;93905;62166
NC;12442;0.02926155061783915;0;90386;61401
SBD;12443;0.20482543056339034;0;80309;52883
P-ES;12444;0.10144603223146834;2;89059;60281
P-MRO;12445;0.018856485591546318;0;88337;59392
QACM;12446;0.1063271641536814;0;87656;57116
NC;12542;0.02884229507073578;0;95566;64210
SBD;12543;0.21234830367745405;0;86776;59512
P-ES;12544;0.08944131442266337;0;94829;63212
P-MRO;12545;0.020866034833213837;0;96730;64466
QACM;12546;0.09964037241045752;0;96007;63280
NC;12842;0.025606665093089724;0;94276;60888
SBD;12843;0.21115574189940658;0;92004;59244
P-ES;12844;0.09676042997059311;0;93183;63762
P-MRO;12845;0.022926243301516238;0;94811;60784
QACM;12846;0.09534830276774516;0;91395;59306
NC;13342;0.023217884072712656;1;88451;58809
SBD;13343;0.21012846258117446;0;94847;62651
P-ES;13344;0.09544280229861349;0;89452;60654
P-MRO;13345;0.02263216373037258;0;85579;57508
QACM;13346;0.09111400051694007;0;96241;63091
NC;13042;0.027070766277383616;0;90442;57512
SBD;13043;0.1917691432645089;0;96159;62598
P-ES;13044;0.09608666985420677;0;95080;61900
P-MRO;13045;0.023700379208488814;0;98377;67102
QACM;13046;0.0963180640909128;1;91901;61150
NC;13242;0.026569550930326036;1;96875;63736
SBD;13243;0.23024295229572483;0;96430;64928
P-ES;13244;0.09082880378995407;1;92624;60826
P-MRO;13245;0.023649697011154828;0;92273;59250
QACM;13246;0.09402326266468967;0;92595;61825
NC;12942;0.026997953963674645;0;93169;63916
SBD;12943;0.2042990373762708;0;92030;59301
P-ES;12944;0.10041038385173658;1;87417;58126
P-MRO;12945;0.019433334635861763;0;106022;68303
QACM;12946;0.09219551118123191;0;93293;61660
NC;13542;0.026522195811835243;0;92567;62535
SBD;13543;0.20045462950325488;0;100351;65665
P-ES;13544;0.09318761257108069;0;90160;58899
P-MRO;13545;0.023746203612523473;0;87467;56742
QACM;13546;0.09550598236217488;2;86450;57150
NC;13442;0.025923513509070097;0;89216;60353
SBD;13443;0.20857769052078892;0;91093;59380
P-ES;13444;0.09537951311342859;2;89217;60452
P-MRO;13445;0.021677413160921758;0;92473;61026
QACM;13446;0.07981136778120683;1;96027;63705
NC;13642;0.02521911074443608;0;88877;58728
SBD;13643;0.20043669092300187;0;88562;60926
P-ES;13644;0.08766811111170908;1;89394;58800
P-MRO;13645;0.023191922000985507;0;102933;66214
QACM;13646;0.08955575591003735;1;91862;61785
NC;13142;0.02590628758072653;1;94672;63680
SBD;13143;0.19982016407553987;0;95447;64165
P-ES;13144;0.10655604278578781;0;85323;56066
P-MRO;13145;0.023392237203803585;0;84090;54722
QACM;13146;0.10021746516553881;0;94468;63503
NC;13942;0.028384838958160127;0;89478;59942
SBD;13943;0.19761773963921797;0;96160;64344
P-ES;13944;0.09228731694905105;0;89518;58905
P-MRO;13945;0.02165704364396483;0;100745;65009
QACM;13946;0.0972614629327505;2;86430;60137
NC;14142;0.02533658470852627;0;95621;63243
SBD;14143;0.21454768463236407;0;92975;62402
P-ES;14144;0.09351921867653092;1;86856;57962
P-MRO;14145;0.02177539965019153;0;102427;67688
QACM;14146;0.0922736252727891;1;91805;63129
NC;14242;0.025828003199132806;0;89582;59284
SBD;14243;0.2301862599290415;0;92728;60480
P-ES;14244;0.0990946937916988;2;90553;61085
P-MRO;14245;0.021260032675397864;0;85768;55917
QACM;14246;0.08974225927046722;1;99886;64866
NC;13742;0.02657384035803105;0;92429;60619
SBD;13743;0.19842411461572076;0;97554;65397
P-ES;13744;0.10024399897720314;1;88018;59263
P-MRO;13745;0.02445711150737241;0;93983;61033
QACM;13746;0.11026260413333806;1;95530;62176
NC;13842;0.02699101574729421;0;92313;63666
SBD;13843;0.18402844471487706;0;96708;66116
P-ES;13844;0.10455712915622895;2;83128;54225
P-MRO;13845;0.022696230576656654;0;92117;60444
QACM;13846;0.09250389845157665;0;94235;63226
NC;14042;0.024532557510289786;0;92136;61904
SBD;14043;0.19129803438012102;0;82274;55587
P-ES;14044;0.09316644871530572;1;86271;58489
P-MRO;14045;0.02255722584721285;0;87696;60462
QACM;14046;0.09411112620486281;1;92774;61133
NC;14342;0.02920665809516816;1;102852;65394
SBD;14343;0.1811949808199823;0;100444;63611
P-ES;14344;0.09952147892644331;1;89386;59222
P-MRO;14345;0.020363796035990367;0;96109;65446
QACM;14346;0.09693965159478665;1;94082;60967
NC;14442;0.027783306432937433;0;102067;67029
SBD;14443;0.20120158963070883;0;85056;56482
P-ES;14444;0.09041833260555016;1;83886;57035
P-MRO;14445;0.02371340531620255;0;85314;58326
QACM;14446;0.09713152399716893;0;94820;62697
NC;14542;0.025640322924791265;0;94048;61060
SBD;14543;0.20737762502566082;0;94092;61725
P-ES;14544;0.09327731812751452;0;89949;61762
P-MRO;14545;0.021480902316842014;0;95552;64391
QACM;14546;0.10093737519086442;0;87780;58645
NC;14642;0.02530383078285535;0;90636;60970
SBD;14643;0.20333547036381264;0;88399;60716
P-ES;14644;0.1043187811600681;1;91218;62270
P-MRO;14645;0.024187396194216414;0;94328;61709
QACM;14646;0.1052020809859013;0;106897;68806
NC;14742;0.027893840420291326;1;89585;59225
SBD;14743;0.1889664197213982;0;102259;66323
P-ES;14744;0.0981173719698598;1;85691;57913
P-MRO;14745;0.023873711563784466;0;95125;65279
QACM;14746;0.09793950664047918;0;92702;60529
NC;14842;0.02533579560327696;1;89719;59921
SBD;14843;0.1731522818202405;0;90689;59017
P-ES;14844;0.09692407589589175;0;84328;55669
P-MRO;14845;0.024217801072414752;0;95285;63416
QACM;14846;0.09818431829448745;1;103833;68707
NC;14942;0.028286072927587176;0;97236;64635
SBD;14943;0.19537924525122097;0;97769;64745
P-ES;14944;0.095916547426594;1;91530;61717
P-MRO;14945;0.024291007542733965;0;93651;61598
QACM;14946;0.08657181643214779;0;92730;63032
NC;15142;0.025996227358074213;1;94228;62772
SBD;15143;0.1994316928751266;0;86804;56983
P-ES;15144;0.0943885218505358;2;97552;65446
P-MRO;15145;0.022635778050217076;0;88833;58948
QACM;15146;0.10312407919451312;1;92265;61497
NC;15242;0.026278138422489574;0;95936;62260
SBD;15243;0.21143339500228805;0;92894;61390
P-ES;15244;0.09898427820764565;0;97305;64449
P-MRO;15245;0.02248000242022204;0;90509;59053
QACM;15246;0.08662407128667977;2;102890;67651
NC;15342;0.025825686206150354;0;89856;62666
SBD;15343;0.20598936252338976;0;92998;61389
P-ES;15344;0.0905268512638091;0;97993;63538
P-MRO;15345;0.022065957998983785;0;89660;60269
QACM;15346;0.10502518899782759;0;94746;62189
NC;15042;0.02784383789195917;0;88815;59857
SBD;15043;0.2182668027328669;0;95703;63182
P-ES;15044;0.0953096913470247;1;91703;61546
P-MRO;15045;0.022155306765550324;0;88665;60168
QACM;15046;0.08942164381297955;0;98464;64154
NC;15442;0.025360549557024725;1;94545;64494
SBD;15443;0.20209169102200283;0;94304;64861
P-ES;15444;0.10064116529512304;0;94491;60738
P-MRO;15445;0.02165797425880052;0;98009;65451
QACM;15446;0.11139215545571728;0;85978;55601
NC;15542;0.028761392789572054;1;91768;61848
SBD;15543;0.18883552871962006;0;107927;73278
P-ES;15544;0.09515371874751442;0;86551;59642
P-MRO;15545;0.01824046616476563;0;93519;60410
QACM;15546;0.09462586224787427;0;96284;61170
NC;15842;0.025346023601095256;0;90739;60477
SBD;15843;0.2100211448366987;0;98563;64449
P-ES;15844;0.09213992428641046;0;91085;59844
P-MRO;15845;0.02347193824034596;0;93883;60308
QACM;15846;0.08677966713888305;0;89760;61129
NC;15742;0.027875500281211666;0;87126;56846
SBD;15743;0.17827472807792563;0;98981;64976
P-ES;15744;0.0920507748730509;0;94929;62801
P-MRO;15745;0.021589566434005857;0;83970;56175
QACM;15746;0.09541526833153673;0;91589;61257
NC;15642;0.02494999405189204;0;99414;64994
SBD;15643;0.21440982486946958;0;92729;62265
P-ES;15644;0.09825965338421495;1;94555;63165
P-MRO;15645;0.019368568316056812;0;99784;64233
QACM;15646;0.08782387767468401;1;92288;61490
NC;15942;0.026197581568735365;0;96571;63138
SBD;15943;0.18053196750999992;0;90196;61939
P-ES;15944;0.09950002414724798;1;92026;59478
P-MRO;15945;0.024296482181657152;0;89139;58917
QACM;15946;0.09950063726465613;0;97543;62578
NC;16142;0.028286763092668938;1;100601;65064
SBD;16143;0.19852956077703626;0;103493;67201
P-ES;16144;0.0896646606910301;0;88836;57763
P-MRO;16145;0.022955381285564222;0;94741;62319
QACM;16146;0.1052415866915409;0;93613;62781
NC;16342;0.026424627502219612;0;92229;60095
SBD;16343;0.21222180118340292;0;98372;62848
P-ES;16344;0.0967824902628206;0;97949;65267
P-MRO;16345;0.02469442242382652;0;93462;62646
QACM;16346;0.09595496695613799;1;101836;66460
NC;16242;0.02716928303425535;1;84925;56559
SBD;16243;0.1883898819059012;0;97226;62212
P-ES;16244;0.08483132716007093;0;91048;61335
P-MRO;16245;0.023570454875968455;0;97102;65226
QACM;16246;0.09909117736989684;0;94430;63768
NC;16442;0.027807167443392976;1;88467;59877
SBD;16443;0.19114835127978358;0;96244;63139
P-ES;16444;0.10371229243605873;0;90092;60118
P-MRO;16445;0.02060746591497196;0;95504;64940
QACM;16446;0.0919152044353244;0;91574;59419
NC;16542;0.026190158800302822;0;93144;62558
SBD;16543;0.1804859843025217;0;85646;57901
P-ES;16544;0.1021759702811752;0;86478;58768
P-MRO;16545;0.023251752870763462;0;91047;59504
QACM;16546;0.09081663164637784;0;94581;63085
NC;16042;0.02460532189098729;0;99269;65841
SBD;16043;0.21312727394159373;0;87713;57070
P-ES;16044;0.10081382043079767;0;95482;63990
P-MRO;16045;0.02264581712333304;0;88840;59250
QACM;16046;0.10212449101148824;1;91875;61760
NC;16742;0.028954878760886482;0;88461;59488
SBD;16743;0.21963463913189485;0;86780;59120
P-ES;16744;0.10447732053397617;1;80643;54479
P-MRO;16745;0.018412853815410857;0;96248;62771
QACM;16746;0.1013404037301036;1;93684;62279
NC;16842;0.023728110161872637;0;88665;58200
SBD;16843;0.1912107653436991;0;92979;61010
P-ES;16844;0.08784874091576986;0;83696;55559
P-MRO;16845;0.022049533794871793;0;95262;64201
QACM;16846;0.08462480543971328;1;90478;58237
NC;16642;0.023264382783388594;1;93220;62669
SBD;16643;0.19837082443010956;0;100407;65434
P-ES;16644;0.10105451063548623;0;89498;60187
P-MRO;16645;0.02265315276501723;0;92551;62037
QACM;16646;0.0864038076834179;1;91804;59648
NC;16942;0.025718981937551406;0;96735;66343
SBD;16943;0.22565591178166478;0;91695;61897
P-ES;16944;0.09340328846321116;1;93313;61790
P-MRO;16945;0.02083389721991009;0;96340;63211
QACM;16946;0.09830401398430215;0;100943;65186
NC;17042;0.027698483866100746;0;94957;63643
SBD;17043;0.20598939525682378;0;94420;61271
P-ES;17044;0.0976517055336609;1;90929;59766
P-MRO;17045;0.022724329570205485;0;88187;59086
QACM;17046;0.10084424800906418;1;101717;65131
NC;17242;0.026254352732857648;0;90977;60843
SBD;17243;0.19739893752096604;0;94697;60327
P-ES;17244;0.09638817821904093;0;96192;63107
P-MRO;17245;0.022507426116278404;0;93753;61824
QACM;17246;0.09906709729962342;0;99175;65766
NC;17342;0.026758489571146588;1;93125;59932
SBD;17343;0.1942246352550787;0;99472;67026
P-ES;17344;0.1048937485882664;1;97259;63615
P-MRO;17345;0.02305071983919909;0;98173;67093
QACM;17346;0.0981675396047756;1;88994;58217
NC;17542;0.02577650493438849;1;90432;61095
SBD;17543;0.1939087642849665;0;98468;65507
P-ES;17544;0.08723402314847978;0;96820;63082
P-MRO;17545;0.02332002714457816;0;90608;59462
QACM;17546;0.10841435571658607;0;89268;59807
NC;17142;0.024680707073258996;1;92288;60023
SBD;17143;0.21480272217931182;0;90863;61211
P-ES;17144;0.08596024730475017;1;98888;62526
P-MRO;17145;0.020752760368476994;0;93461;62921
QACM;17146;0.09105231229206752;0;88637;60269
NC;17442;0.026516238945882047;0;90965;60391
SBD;17443;0.2262416963700209;0;81949;54084
P-ES;17444;0.09755049734077503;1;96513;64453
P-MRO;17445;0.0218590474071338;0;95842;64267
QACM;17446;0.09895935208388995;0;84334;55927
NC;18042;0.029580633351417675;0;88676;55508
SBD;18043;0.2020309167928671;0;93667;62266
P-ES;18044;0.10057275329513128;1;95970;64192
P-MRO;18045;0.018942683131907903;0;93329;61300
QACM;18046;0.09910542863058718;1;96118;61901
NC;17742;0.025882098379778257;0;89167;59423
SBD;17743;0.18688760590467227;0;95900;64321
P-ES;17744;0.09885969069431712;0;85819;57297
P-MRO;17745;0.02181587278434771;0;92569;60622
QACM;17746;0.10147810062556095;0;86932;56543
NC;17842;0.026436324988393135;0;95729;63116
SBD;17843;0.22783543167079648;0;89913;59434
P-ES;17844;0.09684473092611051;0;92245;61863
P-MRO;17845;0.021887214213114344;0;98902;65780
QACM;17846;0.08777824626861318;2;106581;68140
NC;17642;0.024569804459168607;0;94712;64331
SBD;17643;0.2123520171666122;0;89536;60623
P-ES;17644;0.10081913756749615;0;85388;58044
P-MRO;17645;0.02308465829749545;0;93242;62787
QACM;17646;0.09735011249184859;1;92801;60512
NC;18242;0.026784871380072524;0;89121;59763
SBD;18243;0.22473922648273978;0;94414;62332
P-ES;18244;0.08835301049575553;0;94409;61807
P-MRO;18245;0.020823120998530457;0;92058;60054
QACM;18246;0.08679052015995618;1;95259;62663
NC;18342;0.02798965630989905;0;90048;58598
SBD;18343;0.22646263430273855;0;92924;60064
P-ES;18344;0.08705561124840036;0;95036;62386
P-MRO;18345;0.021221888899498182;0;98835;65973
QACM;18346;0.08871034649368617;0;88989;59359
NC;18142;0.02554863408608407;0;101337;65213
SBD;18143;0.2078903442201251;0;93238;61425
P-ES;18144;0.09060959833909664;0;86074;57904
P-MRO;18145;0.021648207420467847;0;92121;60842
QACM;18146;0.08262726904119455;0;93219;62913
NC;17942;0.025050556565334243;1;89976;59213
SBD;17943;0.20585083901555143;0;87302;59167
P-ES;17944;0.09795154176596046;1;94683;61392
P-MRO;17945;0.021436184990111306;0;94968;64374
QACM;17946;0.09960729987706142;2;88001;59680
NC;18542;0.02739357195724719;1;95787;62829
SBD;18543;0.214712588066624;0;92251;62207
P-ES;18544;0.10137681937234573;1;98177;64879
P-MRO;18545;0.02183252761136897;0;99228;66043
QACM;18546;0.09805380848068038;0;86078;58563
NC;18842;0.02793515001399127;0;88951;59546
SBD;18843;0.1939101836210109;0;85552;57958
P-ES;18844;0.10310171595681906;0;93775;62016
P-MRO;18845;0.022091714600211698;0;93398;61451
QACM;18846;0.09455582899176307;0;92428;61879
NC;18442;0.025836739534352844;0;97498;65100
SBD;18443;0.21529987836333067;0;100359;67328
P-ES;18444;0.09344659976814197;1;98278;64592
P-MRO;18445;0.02172659792819995;0;93915;60488
QACM;18446;0.09419850698073372;1;93136;61799
NC;18742;0.026754857982170782;0;85818;58544
SBD;18743;0.2099240988408115;0;86438;58313
P-ES;18744;0.09570086894455584;1;91309;58775
P-MRO;18745;0.02351685711434607;0;86391;55423
QACM;18746;0.10294804792630943;0;89099;58223
NC;18642;0.026496512414880137;0;101917;68120
SBD;18643;0.20404238058862356;0;96134;64036
P-ES;18644;0.09586314613138866;1;92876;61336
P-MRO;18645;0.02131835334073353;0;83853;55062
QACM;18646;0.0939088972240232;0;98273;64889
NC;19042;0.028911050090513524;0;94220;60583
SBD;19043;0.1904104902920004;0;96429;63115
P-ES;19044;0.0972987687543259;0;82254;55758
P-MRO;19045;0.02190816778009748;0;93683;61327
QACM;19046;0.10762521995561523;0;96561;64338
NC;18942;0.025659489012636993;1;94019;61044
SBD;18943;0.203103776497845;0;96258;65013
P-ES;18944;0.09522808243361103;0;89436;58985
P-MRO;18945;0.02084663725367918;0;96249;62564
QACM;18946;0.10158759951364912;1;91387;60214
NC;19142;0.02575791671795378;0;92822;62234
SBD;19143;0.20766294955838238;0;88287;58162
P-ES;19144;0.08591700985089447;0;95647;65082
P-MRO;19145;0.023202719866319155;0;84790;57027
QACM;19146;0.0859335867636369;2;90479;59368
NC;19642;0.02643872945865569;0;86774;56275
SBD;19643;0.17845618176537334;0;92579;60921
P-ES;19644;0.09494523996888045;1;93798;62208
P-MRO;19645;0.020964459103867756;0;91531;60707
QACM;19646;0.10418114060469623;0;82569;53677
NC;19442;0.02701071269482557;0;85854;57179
SBD;19443;0.2240972888620461;0;84268;56274
P-ES;19444;0.09607448657051293;0;98971;63714
P-MRO;19445;0.021699691446968827;0;89586;58666
QACM;19446;0.09791913516358416;0;87222;56507
NC;19942;0.02578281315422496;0;89437;59430
SBD;19943;0.20275618844632967;0;93094;63424
P-ES;19944;0.10548517722085274;0;92324;60118
P-MRO;19945;0.0218917573916208;0;92257;62830
QACM;19946;0.09608378429340118;0;94249;63020
NC;19342;0.024845948360028194;0;90048;60805
SBD;19343;0.1974689157076084;0;89191;58254
P-ES;19344;0.09176600909530891;0;92457;62979
P-MRO;19345;0.02241147096241819;0;96579;65419
QACM;19346;0.09949587881212935;0;95048;61776
NC;19742;0.02525384404258495;0;94561;61915
SBD;19743;0.2030843389460414;0;80160;53407
P-ES;19744;0.08909594437393283;0;85457;56781
P-MRO;19745;0.022228577586997846;0;91561;61977
QACM;19746;0.098536034800852;1;98004;65735
NC;19242;0.028807774180684476;1;93300;61409
SBD;19243;0.20088700054661413;0;97068;65173
P-ES;19244;0.10328110441845968;1;92173;62598
P-MRO;19245;0.02019444484126673;0;86586;58800
QACM;19246;0.10647567860951264;0;92998;61556
NC;19542;0.02902369407621927;0;94923;63424
SBD;19543;0.18150427157959337;0;84631;58664
P-ES;19544;0.09131733743755835;0;89223;61184
P-MRO;19545;0.02156513710035807;0;94572;61143
QACM;19546;0.08868050321242023;0;88231;59408
NC;20042;0.02252775501298091;0;92852;61756
SBD;20043;0.21300472656346936;0;94425;62967
P-ES;20044;0.09892777051407463;0;84495;56517
P-MRO;20045;0.021513790769615782;0;100714;68917
QACM;20046;0.09011307122344514;0;100553;66855
NC;20142;0.030431805990142776;0;98251;63500
SBD;20143;0.18894282619839556;0;95816;64050
P-ES;20144;0.08666121077466038;1;95848;62309
P-MRO;20145;0.022220411398849605;0;96030;64659
QACM;20146;0.09171666282719294;0;102669;65739
NC;19842;0.026676768086735542;0;100177;66311
SBD;19843;0.21283020437607603;0;88145;60678
P-ES;19844;0.10049147410463297;0;92578;63387
P-MRO;19845;0.02099867768701663;0;99336;67399
QACM;19846;0.09010630523140803;0;92236;59592
NC;20242;0.024627741613304745;0;94388;61564
SBD;20243;0.18632745095930298;0;88273;57672
P-ES;20244;0.09806687674359038;0;97073;65749
P-MRO;20245;0.02385817063759646;0;86528;56944
QACM;20246;0.095187512755106;1;93524;61069
NC;20342;0.02663628630768072;1;86271;58533
SBD;20343;0.1952733469737597;0;102613;66589
P-ES;20344;0.09879240073200193;0;83260;55482
P-MRO;20345;0.02151408569843825;0;89614;58979
QACM;20346;0.09092350939293671;0;94162;61790
NC;20542;0.02741565271930655;1;92185;61853
SBD;20543;0.1929703848069396;0;98240;66058
P-ES;20544;0.09509595204810367;1;87531;57340
P-MRO;20545;0.018914415473917243;0;89644;58766
QACM;20546;0.09316888960379603;0;95053;61465
NC;20442;0.029737476731008832;0;95802;63620
SBD;20443;0.21336229030295917;0;90073;62466
P-ES;20444;0.09555009738823722;1;93170;62516
P-MRO;20445;0.024095808910758125;0;82243;55359
QACM;20446;0.09225481267362487;0;93398;61657
NC;20642;0.026638779076821013;0;90259;59267
SBD;20643;0.22323737623056028;0;88669;57723
P-ES;20644;0.09718072156002762;2;99110;63592
P-MRO;20645;0.022229077202073785;0;95726;63059
QACM;20646;0.10488322077932898;0;88165;58868
NC;20742;0.028555688085720714;0;94970;64342
SBD;20743;0.1772647232348855;0;99212;65917
P-ES;20744;0.0940748226184889;0;94166;60412
P-MRO;20745;0.022613534068600408;0;95050;64065
QACM;20746;0.09291270447677073;1;92142;62442
NC;20942;0.025242790453886742;0;89678;59716
SBD;20943;0.203401236167678;0;92181;61255
P-ES;20944;0.10905485242966054;1;99395;65017
P-MRO;20945;0.021192599282158185;0;85820;57277
QACM;20946;0.09405074141861648;1;87953;58433
NC;20842;0.024970400333932958;0;92157;61899
SBD;20843;0.1880829873549149;0;95338;64653
P-ES;20844;0.10618282949318375;0;91459;60743
P-MRO;20845;0.02158935728308468;0;94279;61875
QACM;20846;0.09683753829908637;0;92856;61482
NC;21242;0.02474804710484102;0;98822;64831
SBD;21243;0.20662787275974306;0;88993;59543
P-ES;21244;0.09711363167987422;0;86319;56100
P-MRO;21245;0.02054118615832836;0;82134;54489
QACM;21246;0.094806132482183;1;110808;73118
NC;21142;0.025789882783462146;1;85678;56674
SBD;21143;0.19474242153918978;0;89619;60928
P-ES;21144;0.09362906988945069;0;86548;58131
P-MRO;21145;0.02347238807044333;0;91584;61973
QACM;21146;0.08866021577731825;3;104284;67873
NC;21042;0.026896406917264668;1;84016;55088
SBD;21043;0.20280122127984965;0;97369;64810
P-ES;21044;0.0946067845120235;1;100169;65107
P-MRO;21045;0.021479412636344487;0;94419;62481
QACM;21046;0.09292908371455509;2;80692;53370
NC;21742;0.027279258288982672;0;91221;61325
SBD;21743;0.19511755611555062;0;90326;61300
P-ES;21744;0.0944680342051652;0;96820;64516
P-MRO;21745;0.023209269410007154;0;94130;61973
QACM;21746;0.09433157543926717;0;91964;62926
NC;21942;0.02731645249106986;0;90384;59694
SBD;21943;0.19248526795002655;0;93685;63989
P-ES;21944;0.10180397588278552;0;88620;58581
P-MRO;21945;0.020400276985777795;0;92140;61216
QACM;21946;0.09288476297844497;0;95330;63481
NC;21642;0.025397063907432054;0;92805;61389
SBD;21643;0.20880466289149763;0;88411;57833
P-ES;21644;0.11000893556362487;1;103978;70399
P-MRO;21645;0.02312390110049845;0;86762;57533
QACM;21646;0.09745923893533523;1;90910;58732
NC;21842;0.02464216715643543;0;93851;62737
SBD;21843;0.1936786468619747;0;89496;59043
P-ES;21844;0.08341562412406446;1;91871;61567
P-MRO;21845;0.020956543602871386;0;93554;62978
QACM;21846;0.09171929437922392;0;91821;60143
NC;21342;0.027124696125327214;0;99912;66657
SBD;21343;0.21780874989303278;0;102102;67165
P-ES;21344;0.0964724296925686;1;86236;56311
P-MRO;21345;0.021855438234535954;0;88734;60887
QACM;21346;0.093179729698137;1;91908;60902
NC;22042;0.025669885746608896;0;93833;65073
SBD;22043;0.2190450158235043;0;92707;61243
P-ES;22044;0.09325517642470194;0;84211;56577
P-MRO;22045;0.022844557370527287;0;88844;58477
QACM;22046;0.0936964165430551;0;91170;61183
NC;21442;0.027190349671262323;0;90958;59770
SBD;21443;0.2028187002343776;0;95236;61474
P-ES;21444;0.0989094408068277;0;89571;57324
P-MRO;21445;0.022179474147539367;0;90373;60662
QACM;21446;0.09595259608244613;0;98240;64608
NC;21542;0.02501610763133287;0;96055;64132
SBD;21543;0.19897389007187616;0;90691;61769
P-ES;21544;0.0991268175461516;0;93921;62031
P-MRO;21545;0.020143083694951124;0;95444;62804
QACM;21546;0.09968933254536957;0;94466;60801
NC;22142;0.02703632442906447;0;90958;60848
SBD;22143;0.19425718072930886;0;98486;62466
P-ES;22144;0.09152714436733284;0;91664;61865
P-MRO;22145;0.021788194209284746;0;97305;65770
QACM;22146;0.10365102235856671;0;93941;62554
NC;22242;0.026284060543937046;3;91128;60521
SBD;22243;0.22207333675769786;0;96135;65486
P-ES;22244;0.09987495803082937;1;89556;61404
P-MRO;22245;0.02065955815869877;0;91103;60258
QACM;22246;0.10187543197122767;0;96106;63927
NC;22342;0.027377271070407407;0;94803;60858
SBD;22343;0.21733276292170034;0;94030;63806
P-ES;22344;0.09205689590306522;0;94151;64801
P-MRO;22345;0.020017503018818383;0;97541;66041
QACM;22346;0.10489161611194342;1;94176;63323
NC;22442;0.02838045643060677;0;88355;57663
SBD;22443;0.21570641902615922;0;90681;60594
P-ES;22444;0.10394281309273203;1;108310;67523
P-MRO;22445;0.021022444820724656;0;90258;59050
QACM;22446;0.08549979609316768;0;95553;60946
NC;22542;0.02796766189215788;0;91718;61475
SBD;22543;0.19487654219251047;0;86760;56585
P-ES;22544;0.10111455040453624;1;90858;59382
P-MRO;22545;0.02162946453199253;0;94027;62084
QACM;22546;0.09508191554133952;0;87553;57631
NC;22742;0.02658830325659576;1;86230;57524
SBD;22743;0.2183503028244251;0;80584;53564
P-ES;22744;0.09362635215704371;1;97456;64289
P-MRO;22745;0.01994413165529335;0;88998;60900
QACM;22746;0.08952331994477535;0;88534;59170
NC;22642;0.027433943272856382;0;93082;59493
SBD;22643;0.199369996562564;0;92740;61049
P-ES;22644;0.10594166805859957;2;97962;66133
P-MRO;22645;0.022418214460875132;0;84485;53983
QACM;22646;0.10644014324302824;2;86468;57089
NC;22942;0.027217762593963527;0;85000;56986
SBD;22943;0.19174067066452966;0;95630;62124
P-ES;22944;0.09666880359617618;1;87314;58340
P-MRO;22945;0.020090999790165324;0;82615;54366
QACM;22946;0.09584560108047957;1;87365;58057
NC;23042;0.025779834014968694;0;96080;63373
